States/UTs,District,Year,Murder,RAPE,THEFT,DOWRY DEATHS
RAJASTHAN,DHOLPUR,2001,42,24,240,21
RAJASTHAN,DUNGARPUR,2001,31,17,74,3
RAJASTHAN,G.R.P.,2001,3,1,584,0
RAJASTHAN,GANGANAGAR,2001,51,55,408,13
RAJASTHAN,HANUMANGARH,2001,56,35,348,20
RAJASTHAN,JAIPUR,2001,91,61,3207,29
RAJASTHAN,JAISALMER,2001,9,2,142,3
RAJASTHAN,JALORE,2001,17,10,156,12
RAJASTHAN,JHALAWAR,2001,38,65,383,8
RAJASTHAN,JHUNJHUNU,2001,37,19,392,0
RAJASTHAN,JODHPUR,2001,30,20,831,12
RAJASTHAN,KARAULI,2001,35,21,298,10
RAJASTHAN,KOTA,2001,58,50,1213,17
RAJASTHAN,NAGAUR,2001,48,22,407,14
RAJASTHAN,PALI,2001,43,25,294,15
RAJASTHAN,RAJSAMAND,2001,15,13,191,6
RAJASTHAN,SAWAI MADHOPUR,2001,23,19,310,6
RAJASTHAN,SIKAR,2001,46,13,379,15
RAJASTHAN,SIROHI,2001,31,22,122,8
RAJASTHAN,TONK,2001,19,17,298,7
RAJASTHAN,UDAIPUR,2001,67,43,545,9
RAJASTHAN,TOTAL,2001,1259,1049,16939,376
SIKKIM,EAST,2001,13,7,50,0
SIKKIM,NORTH,2001,1,0,3,0
SIKKIM,SOUTH,2001,4,1,9,0
SIKKIM,WEST,2001,1,0,12,0
SIKKIM,TOTAL,2001,19,8,74,0
TAMIL NADU,ARIYALUR,2001,24,6,124,3
TAMIL NADU,CHENGAI,2001,78,20,933,16
TAMIL NADU,CHENNAI,2001,91,28,2167,13
TAMIL NADU,CHENNAI RLY.,2001,5,0,154,0
TAMIL NADU,COIMBATORE RURAL,2001,77,18,1008,16
TAMIL NADU,COIMBATORE URBAN,2001,16,4,952,5
TAMIL NADU,CUDDALORE,2001,60,16,547,9
TAMIL NADU,DHARMAPURI,2001,88,17,427,6
TAMIL NADU,DINDIGUL,2001,72,14,479,8
TAMIL NADU,ERODE,2001,63,9,662,4
TAMIL NADU,KANCHIPURAM,2001,45,21,494,6
TAMIL NADU,KANYAKUMARI,2001,33,6,260,5
TAMIL NADU,KARUR,2001,28,4,226,2
TAMIL NADU,MADURAI RURAL,2001,64,13,351,5
TAMIL NADU,MADURAI URBAN,2001,34,2,803,12
TAMIL NADU,NAGAPATTINAM,2001,36,12,318,4
TAMIL NADU,NAMAKKAL,2001,36,7,153,4
TAMIL NADU,NILGIRIS,2001,16,8,102,2
TAMIL NADU,PERAMBALUR,2001,10,3,47,0
TAMIL NADU,PUDUKOTTAI,2001,30,5,238,2
TAMIL NADU,RAMNATHAPURAM,2001,33,13,172,4
TAMIL NADU,SALEM RURAL,2001,78,8,192,8
TAMIL NADU,SALEM URBAN,2001,12,2,467,3
TAMIL NADU,SIVAGANGAI,2001,26,5,328,4
TAMIL NADU,THANJAVUR,2001,49,0,435,0
TAMIL NADU,THENI,2001,16,4,240,4
TAMIL NADU,THIRUNELVELI RURAL,2001,74,57,560,3
TAMIL NADU,THIRUNELVELI URBAN,2001,12,3,227,0
TAMIL NADU,THIRUVALLUR,2001,34,16,226,6
TAMIL NADU,THIRUVANNAMALAI,2001,44,5,402,1
TAMIL NADU,THIRUVARUR,2001,31,7,182,4
TAMIL NADU,THOOTHUGUDI,2001,69,12,484,1
TAMIL NADU,TRICHY RLY.,2001,0,0,40,0
TAMIL NADU,TRICHY RURAL,2001,52,6,213,3
TAMIL NADU,TRICHY URBAN,2001,24,5,504,4
TAMIL NADU,VELLORE,2001,78,13,744,8
TAMIL NADU,VILLUPURAM,2001,67,37,339,14
TAMIL NADU,VIRUDHUNAGAR,2001,57,17,509,2
TAMIL NADU,TOTAL,2001,1662,423,16709,191
TRIPURA,DHALAI,2001,35,11,7,2
TRIPURA,NORTH,2001,38,29,47,3
TRIPURA,SOUTH,2001,42,29,37,5
TRIPURA,WEST,2001,125,33,168,6
TRIPURA,TOTAL,2001,240,102,259,16
UTTAR PRADESH,AGRA,2001,153,66,1181,63
UTTAR PRADESH,ALIGARH,2001,229,50,727,44
UTTAR PRADESH,ALLAHABAD,2001,167,42,850,56
UTTAR PRADESH,AMBEDKAR NAGAR,2001,46,19,116,14
UTTAR PRADESH,AURAIYA,2001,53,11,82,21
UTTAR PRADESH,AZAMGARH,2001,120,11,187,32
UTTAR PRADESH,BADAUN,2001,239,47,306,62
UTTAR PRADESH,BAGHPAT,2001,89,15,218,20
UTTAR PRADESH,BAHRAICH,2001,43,14,169,19
UTTAR PRADESH,BALLIA,2001,55,18,178,19
UTTAR PRADESH,BALRAMPUR,2001,26,8,81,12
UTTAR PRADESH,BANDA,2001,75,27,108,21
UTTAR PRADESH,BARABANKI,2001,88,41,349,35
UTTAR PRADESH,BAREILLY,2001,272,93,784,57
UTTAR PRADESH,BASTI,2001,48,18,171,22
UTTAR PRADESH,BIJNOR,2001,124,38,352,31
UTTAR PRADESH,BULANDSHAHAR,2001,250,31,459,45
UTTAR PRADESH,CHANDOLI,2001,35,4,84,16
UTTAR PRADESH,CHITRAKOOT DHAM,2001,28,8,27,8
UTTAR PRADESH,DEORIA,2001,48,7,163,27
UTTAR PRADESH,ETAH,2001,240,57,350,68
UTTAR PRADESH,ETAWAH,2001,82,20,166,29
UTTAR PRADESH,FAIZABAD,2001,77,22,245,17
UTTAR PRADESH,FATEHGARH,2001,120,9,126,22
UTTAR PRADESH,FATEHPUR,2001,132,28,132,46
UTTAR PRADESH,FIROZABAD,2001,135,22,292,48
UTTAR PRADESH,G.R.P.,2001,31,2,3141,1
UTTAR PRADESH,GAUTAMBUDH NAGAR,2001,92,16,729,17
UTTAR PRADESH,GHAZIABAD,2001,230,31,1357,33
UTTAR PRADESH,GHAZIPUR,2001,46,6,107,22
UTTAR PRADESH,GONDA,2001,68,18,161,26
UTTAR PRADESH,GORAKHPUR,2001,96,13,192,16
UTTAR PRADESH,HAMIRPUR,2001,66,14,110,22
UTTAR PRADESH,HARDOI,2001,182,70,267,63
UTTAR PRADESH,HATHRAS,2001,86,16,225,31
UTTAR PRADESH,J.P.NAGAR,2001,112,23,166,14
UTTAR PRADESH,JALAUN,2001,83,6,167,29
UTTAR PRADESH,JAUNPUR,2001,56,11,165,43
UTTAR PRADESH,JHANSI,2001,76,18,258,31
UTTAR PRADESH,KANNAUJ,2001,66,8,106,22
UTTAR PRADESH,KANPUR DEHAT,2001,85,21,140,39
UTTAR PRADESH,KANPUR NAGAR,2001,210,47,1309,64
UTTAR PRADESH,KAUSHAMBI,2001,77,26,144,28
UTTAR PRADESH,KHIRI,2001,172,83,492,88
UTTAR PRADESH,KUSHI NAGAR,2001,69,7,107,18
UTTAR PRADESH,LALITPUR,2001,25,20,60,10
UTTAR PRADESH,LUCKNOW,2001,166,62,2202,47
UTTAR PRADESH,MAHARAJGANJ,2001,39,13,54,7
UTTAR PRADESH,MAHOBA,2001,56,12,60,11
UTTAR PRADESH,MAINPURI,2001,136,13,191,42
UTTAR PRADESH,MATHURA,2001,125,25,372,21
UTTAR PRADESH,MAU,2001,49,17,117,16
UTTAR PRADESH,MEERUT,2001,275,28,1202,34
UTTAR PRADESH,MIRZAPUR,2001,44,16,157,23
UTTAR PRADESH,MORADABAD,2001,213,44,607,45
UTTAR PRADESH,MUZAFFARNAGAR,2001,324,54,637,24
UTTAR PRADESH,PILIBHIT,2001,115,64,192,44
UTTAR PRADESH,PRATAPGARH,2001,76,18,139,33
UTTAR PRADESH,RAIBAREILLY,2001,87,58,304,29
UTTAR PRADESH,RAMPUR,2001,89,22,266,18
UTTAR PRADESH,SAHARANPUR,2001,101,41,428,21
UTTAR PRADESH,SANT KABIRNAGAR,2001,16,9,39,7
UTTAR PRADESH,SHAHJAHANPUR,2001,196,55,340,66
UTTAR PRADESH,SHRAWASTI,2001,35,13,108,4
UTTAR PRADESH,SIDHARTHNAGAR,2001,13,12,82,13
UTTAR PRADESH,SITAPUR,2001,162,85,826,82
UTTAR PRADESH,SONBHADRA,2001,33,5,91,12
UTTAR PRADESH,ST.RAVIDASNAGAR,2001,21,1,100,9
UTTAR PRADESH,SULTANPUR,2001,103,29,295,38
UTTAR PRADESH,UNNAO,2001,147,53,361,63
UTTAR PRADESH,VARANASI,2001,78,27,535,31
UTTAR PRADESH,TOTAL,2001,7601,1958,27011,2211
UTTARAKHAND,ALMORA,2001,18,4,55,3
UTTARAKHAND,BAGESHWAR,2001,10,1,13,8
UTTARAKHAND,CHAMOLI,2001,13,3,26,3
UTTARAKHAND,CHAMPAWAT,2001,3,0,13,0
UTTARAKHAND,DEHRADUN,2001,32,12,392,4
UTTARAKHAND,HARIDWAR,2001,94,13,349,10
UTTARAKHAND,NAINITAL,2001,36,5,151,5
UTTARAKHAND,PAURI GARHWAL,2001,26,7,81,5
UTTARAKHAND,PITHORAGARH,2001,8,7,41,2
UTTARAKHAND,RUDRA PRAYAG,2001,5,2,20,3
UTTARAKHAND,TEHRI GARHWAL,2001,7,2,37,2
UTTARAKHAND,UDHAMSINGH NAGAR,2001,54,10,198,10
UTTARAKHAND,UTTARKASHI,2001,10,8,43,1
UTTARAKHAND,TOTAL,2001,316,74,1419,56
WEST BENGAL,24 PARGANAS NORTH,2001,202,53,1679,23
WEST BENGAL,24 PARGANAS SOUTH,2001,107,47,1143,48
WEST BENGAL,ASANSOL,2001,9,0,54,1
WEST BENGAL,BANKURA,2001,35,26,235,22
WEST BENGAL,BIRBHUM,2001,76,43,350,4
WEST BENGAL,BURDWAN,2001,133,46,848,32
WEST BENGAL,COOCHBEHAR,2001,37,36,125,6
WEST BENGAL,DAKSHIN DINAJPUR,2001,25,10,126,4
WEST BENGAL,DARJEELING,2001,46,20,467,2
WEST BENGAL,HOOGHLY,2001,81,29,587,10
WEST BENGAL,HOWRAH,2001,28,2,170,8
WEST BENGAL,HOWRAH CITY,2001,21,7,353,5
WEST BENGAL,HOWRAH G.R.P.,2001,18,1,673,0
WEST BENGAL,JALPAIGURI,2001,152,54,486,2
WEST BENGAL,KOLKATA,2001,65,19,4040,6
WEST BENGAL,MALDA,2001,55,40,333,5
WEST BENGAL,MIDNAPUR,2001,120,84,581,58
WEST BENGAL,MURSHIDABAD,2001,130,66,378,12
WEST BENGAL,NADIA,2001,124,71,678,10
WEST BENGAL,PURULIA,2001,69,23,300,3
WEST BENGAL,SEALDAH G.R.P.,2001,23,1,276,0
WEST BENGAL,SILIGURI G.R.P.,2001,2,0,89,0
WEST BENGAL,UTTAR DINAJPUR,2001,36,31,274,4
WEST BENGAL,TOTAL,2001,1594,709,14245,265
A & N ISLANDS,ANDAMAN,2001,13,3,65,0
A & N ISLANDS,NICOBAR,2001,0,0,0,0
A & N ISLANDS,TOTAL,2001,13,3,65,0
CHANDIGARH,CHANDIGARH,2001,15,18,1529,3
CHANDIGARH,TOTAL,2001,15,18,1529,3
D & N HAVELI,D and N HAVELI,2001,3,6,45,0
D & N HAVELI,TOTAL,2001,3,6,45,0
DAMAN & DIU,DAMAN,2001,6,0,34,0
DAMAN & DIU,DIU,2001,1,0,6,0
DAMAN & DIU,TOTAL,2001,7,0,40,0
DELHI UT,CENTRAL,2001,29,28,1595,4
DELHI UT,DELHI UT TOTAL,2001,547,381,19276,113
DELHI UT,EAST,2001,56,24,1651,11
DELHI UT,G.R.P.(RLY),2001,11,1,1430,0
DELHI UT,I.G.I. AIRPORT,2001,2,0,52,0
DELHI UT,NEW DELHI,2001,11,9,1237,0
DELHI UT,NORTH,2001,28,28,1364,4
DELHI UT,NORTH EAST,2001,62,36,961,20
DELHI UT,NORTH WEST,2001,134,103,2850,25
DELHI UT,S.T.F.,2001,0,0,0,0
DELHI UT,SOUTH,2001,83,65,4220,15
DELHI UT,SOUTH WEST,2001,61,42,1816,16
DELHI UT,WEST,2001,70,45,2100,18
LAKSHADWEEP,LAKSHADWEEP,2001,1,0,10,0
LAKSHADWEEP,TOTAL,2001,1,0,10,0
PUDUCHERRY,PONDICHERRY,2001,25,9,528,1
PUDUCHERRY,TOTAL,2001,25,9,528,1
ANDHRA PRADESH,ADILABAD,2002,100,37,226,20
ANDHRA PRADESH,ANANTAPUR,2002,166,28,356,9
ANDHRA PRADESH,CHITTOOR,2002,105,28,832,16
ANDHRA PRADESH,CUDDAPAH,2002,91,16,205,21
ANDHRA PRADESH,EAST GODAVARI,2002,97,25,1206,11
ANDHRA PRADESH,GUNTAKAL RLY.,2002,0,1,148,0
ANDHRA PRADESH,GUNTUR,2002,143,46,1182,13
ANDHRA PRADESH,HYDERABAD CITY,2002,117,57,3777,24
ANDHRA PRADESH,KARIMNAGAR,2002,160,99,404,45
ANDHRA PRADESH,KHAMMAM,2002,106,48,431,13
ANDHRA PRADESH,KRISHNA,2002,92,41,543,14
ANDHRA PRADESH,KURNOOL,2002,124,45,308,11
ANDHRA PRADESH,MAHABOOBNAGAR,2002,171,85,439,31
ANDHRA PRADESH,MEDAK,2002,103,68,356,25
ANDHRA PRADESH,NALGONDA,2002,109,41,321,37
ANDHRA PRADESH,NELLORE,2002,84,46,542,10
ANDHRA PRADESH,NIZAMABAD,2002,93,35,338,17
ANDHRA PRADESH,PRAKASHAM,2002,67,21,259,5
ANDHRA PRADESH,RANGA REDDY,2002,214,49,1450,51
ANDHRA PRADESH,SECUNDERABAD RLY.,2002,12,0,350,0
ANDHRA PRADESH,SRIKAKULAM,2002,27,14,235,4
ANDHRA PRADESH,VIJAYAWADA,2002,39,31,2808,9
ANDHRA PRADESH,VIJAYAWADA RLY.,2002,3,1,328,0
ANDHRA PRADESH,VISAKHA RURAL,2002,54,14,195,2
ANDHRA PRADESH,VISAKHAPATNAM,2002,20,8,573,3
ANDHRA PRADESH,VIZIANAGARAM,2002,28,12,171,1
ANDHRA PRADESH,WARANGAL,2002,131,52,413,45
ANDHRA PRADESH,WEST GODAVARI,2002,69,54,826,12
ANDHRA PRADESH,TOTAL,2002,2525,1002,19222,449
ARUNACHAL PRADESH,CHANGLANG,2002,9,3,25,0
ARUNACHAL PRADESH,DIBANG VALLEY,2002,6,5,20,0
ARUNACHAL PRADESH,KAMENG EAST,2002,3,1,23,0
ARUNACHAL PRADESH,KAMENG WEST,2002,3,0,15,0
ARUNACHAL PRADESH,LOHIT,2002,14,3,24,0
ARUNACHAL PRADESH,PAPUM PARE,2002,3,3,94,0
ARUNACHAL PRADESH,SIANG EAST,2002,3,11,58,0
ARUNACHAL PRADESH,SIANG UPPER,2002,0,3,7,0
ARUNACHAL PRADESH,SIANG WEST,2002,4,4,50,0
ARUNACHAL PRADESH,SUBANSIRI LOWER,2002,8,1,32,0
ARUNACHAL PRADESH,SUBANSIRI UPPER,2002,5,2,14,0
ARUNACHAL PRADESH,TAWANG,2002,0,1,13,0
ARUNACHAL PRADESH,TIRAP,2002,3,1,20,0
ARUNACHAL PRADESH,TOTAL,2002,61,38,395,0
ASSAM,BARPETA,2002,43,55,256,4
ASSAM,BONGAIGAON,2002,47,21,80,3
ASSAM,C.I.D.,2002,0,0,0,0
ASSAM,CACHAR,2002,57,71,448,7
ASSAM,DARRANG,2002,31,33,119,4
ASSAM,DHEMAJI,2002,30,48,83,1
ASSAM,DHUBRI,2002,60,46,88,4
ASSAM,DIBRUGARH,2002,97,45,309,1
ASSAM,G.R.P.,2002,6,0,62,0
ASSAM,GOALPARA,2002,24,40,107,2
ASSAM,GOLAGHAT,2002,57,42,260,0
ASSAM,GUWAHATI CITY,2002,60,60,1136,6
ASSAM,HAILAKANDI,2002,26,24,110,1
ASSAM,JORHAT,2002,37,36,204,0
ASSAM,KAMRUP,2002,34,41,138,2
ASSAM,KARBI ANGLONG,2002,41,5,118,2
ASSAM,KARIMGANJ,2002,43,23,142,6
ASSAM,KOKRAJHAR,2002,62,15,77,3
ASSAM,LAKHIMPUR,2002,26,69,283,0
ASSAM,MORIGAON,2002,23,40,108,1
ASSAM,N.C.HILLS,2002,25,2,45,0
ASSAM,NAGAON,2002,78,61,298,7
ASSAM,NALBARI,2002,47,27,87,0
ASSAM,R.P.O.,2002,0,1,4,0
ASSAM,SIBSAGAR,2002,75,57,328,6
ASSAM,SONITPUR,2002,109,67,332,9
ASSAM,TINSUKIA,2002,115,41,333,1
ASSAM,TOTAL,2002,1253,970,5555,70
BIHAR,ARARIA,2002,61,101,109,5
BIHAR,ARWAL,2002,44,0,37,8
BIHAR,AURANGABAD,2002,96,12,132,33
BIHAR,BAGAHA,2002,27,23,127,0
BIHAR,BANKA,2002,100,27,92,10
BIHAR,BEGUSARAI,2002,138,20,253,23
BIHAR,BETTIAH,2002,100,55,274,31
BIHAR,BHABHUA,2002,48,17,140,17
BIHAR,BHAGALPUR,2002,107,40,409,19
BIHAR,BHOJPUR,2002,147,17,247,51
BIHAR,BUXAR,2002,60,17,182,16
BIHAR,DARBHANGA,2002,72,52,225,26
BIHAR,GAYA,2002,218,31,348,26
BIHAR,GOPALGANJ,2002,69,16,120,23
BIHAR,JAMALPUR RLY.,2002,6,0,121,1
BIHAR,JAMUI,2002,56,15,106,21
BIHAR,JEHANABAD,2002,73,7,123,21
BIHAR,KATIHAR,2002,67,77,157,5
BIHAR,KATIHAR RLY.,2002,14,2,218,1
BIHAR,KHAGARIA,2002,66,15,75,9
BIHAR,KISHANGANJ,2002,30,20,82,5
BIHAR,LAKHISARAI,2002,67,2,84,4
BIHAR,MADHEPURA,2002,50,10,75,4
BIHAR,MADHUBANI,2002,66,31,177,58
BIHAR,MOTIHARI,2002,97,41,306,48
BIHAR,MUNGER,2002,63,11,161,8
BIHAR,MUZAFFARPUR,2002,130,60,723,42
BIHAR,MUZAFFARPUR RLY.,2002,18,2,319,0
BIHAR,NALANDA,2002,175,32,233,45
BIHAR,NAUGACHIA,2002,35,11,50,7
BIHAR,NAWADAH,2002,69,34,78,12
BIHAR,PATNA,2002,472,37,1763,76
BIHAR,PATNA RLY.,2002,29,2,707,1
BIHAR,PURNEA,2002,96,46,174,6
BIHAR,ROHTAS,2002,132,15,375,52
BIHAR,SAHARSA,2002,39,11,65,10
BIHAR,SAMASTIPUR,2002,119,22,197,12
BIHAR,SARAN,2002,100,12,271,69
BIHAR,SHEIKHPURA,2002,33,6,60,5
BIHAR,SHEOHAR,2002,10,14,16,7
BIHAR,SITAMARHI,2002,54,31,176,14
BIHAR,SIWAN,2002,117,8,138,24
BIHAR,SUPAUL,2002,43,22,114,7
BIHAR,VAISHALI,2002,99,16,306,65
BIHAR,TOTAL,2002,3712,1040,10145,927
CHHATTISGARH,BALRAMPUR,2002,30,30,46,2
CHHATTISGARH,BILASPUR,2002,56,72,595,13
CHHATTISGARH,BIZAPUR,2002,19,7,13,0
CHHATTISGARH,DANTEWARA,2002,59,9,66,1
CHHATTISGARH,DHAMTARI,2002,16,26,113,1
CHHATTISGARH,DURG,2002,72,132,787,11
CHHATTISGARH,GRP RAIPUR,2002,2,5,207,0
CHHATTISGARH,JAGDALPUR,2002,70,46,116,0
CHHATTISGARH,JANJGIR,2002,43,42,191,13
CHHATTISGARH,JASHPUR,2002,54,35,82,2
CHHATTISGARH,KABIRDHAM,2002,18,20,57,0
CHHATTISGARH,KANKER,2002,35,37,54,1
CHHATTISGARH,KORBA,2002,40,38,312,9
CHHATTISGARH,KORIYA,2002,21,58,134,1
CHHATTISGARH,MAHASAMUND,2002,15,33,150,0
CHHATTISGARH,RAIGARH,2002,56,39,222,4
CHHATTISGARH,RAIPUR,2002,86,159,699,20
CHHATTISGARH,RAJNANDGAON,2002,51,62,163,6
CHHATTISGARH,SARGUJA,2002,101,142,295,1
CHHATTISGARH,TOTAL,2002,844,992,4302,85
GOA,NORTH GOA,2002,18,9,285,1
GOA,SOUTH GOA,2002,12,3,211,1
GOA,TOTAL,2002,30,12,496,2
GUJARAT,AHMEDABAD COMMR.,2002,222,12,4007,6
GUJARAT,AHMEDABAD RURAL,2002,63,7,235,7
GUJARAT,AHWA-DANG,2002,6,4,12,0
GUJARAT,AMRELI,2002,21,4,158,0
GUJARAT,ANAND,2002,48,8,359,0
GUJARAT,BHARUCH,2002,47,7,298,0
GUJARAT,BHAVNAGAR,2002,59,9,500,4
GUJARAT,DAHOD,2002,64,14,120,0
GUJARAT,GANDHINAGAR,2002,31,7,522,1
GUJARAT,HIMATNAGAR,2002,71,11,238,1
GUJARAT,JAMNAGAR,2002,39,25,500,5
GUJARAT,JUNAGADH,2002,55,10,531,2
GUJARAT,KHEDA NORTH,2002,56,9,352,0
GUJARAT,KUTCH,2002,35,3,263,2
GUJARAT,MEHSANA,2002,49,13,611,0
GUJARAT,NARMADA,2002,16,7,36,0
GUJARAT,NAVSARI,2002,26,5,134,0
GUJARAT,PALANPUR,2002,38,16,293,0
GUJARAT,PANCHMAHAL,2002,83,4,290,0
GUJARAT,PATAN,2002,24,3,215,0
GUJARAT,PORBANDAR,2002,7,4,75,3
GUJARAT,RAJKOT COMMR.,2002,35,6,1191,5
GUJARAT,RAJKOT RURAL,2002,41,15,365,2
GUJARAT,SURAT COMMR.,2002,81,18,1503,20
GUJARAT,SURAT RURAL,2002,78,10,208,0
GUJARAT,SURENDRANAGAR,2002,40,13,224,4
GUJARAT,VADODARA COMMR.,2002,56,5,1040,0
GUJARAT,VADODARA RURAL,2002,81,12,222,0
GUJARAT,VALSAD,2002,39,3,398,0
GUJARAT,W.RLY,2002,21,3,842,0
GUJARAT,TOTAL,2002,1532,267,15742,62
HARYANA,AMBALA,2002,25,15,331,7
HARYANA,BHIWANI,2002,35,17,206,35
HARYANA,FARIDABAD,2002,57,37,677,19
HARYANA,FATEHABAD,2002,16,7,156,9
HARYANA,GRP,2002,25,1,203,14
HARYANA,GURGAON,2002,66,27,772,11
HARYANA,HISSAR,2002,52,15,402,28
HARYANA,JHAJJAR,2002,41,18,198,14
HARYANA,JIND,2002,33,19,134,11
HARYANA,KAITHAL,2002,26,7,151,6
HARYANA,KARNAL,2002,39,37,383,11
HARYANA,KURUKSHETRA,2002,31,15,321,7
HARYANA,MAHENDRAGARH,2002,21,16,112,3
HARYANA,PANCHKULA,2002,7,13,201,5
HARYANA,PANIPAT,2002,46,43,449,9
HARYANA,REWARI,2002,21,10,152,14
HARYANA,ROHTAK,2002,63,17,359,17
HARYANA,SIRSA,2002,43,20,229,7
HARYANA,SONIPAT,2002,82,14,319,20
HARYANA,YAMUNANAGAR,2002,31,13,207,9
HARYANA,TOTAL,2002,760,361,5962,256
HIMACHAL PRADESH,BILASPUR,2002,11,9,56,0
HIMACHAL PRADESH,CHAMBA,2002,15,16,25,2
HIMACHAL PRADESH,G.R.P.,2002,0,0,1,0
HIMACHAL PRADESH,HAMIRPUR,2002,8,3,28,0
HIMACHAL PRADESH,KANGRA,2002,28,14,86,2
HIMACHAL PRADESH,KINNAUR,2002,2,4,11,0
HIMACHAL PRADESH,KULLU,2002,8,14,29,0
HIMACHAL PRADESH,LAHAUL-SPITI,2002,2,0,5,0
HIMACHAL PRADESH,MANDI,2002,5,24,70,2
HIMACHAL PRADESH,SHIMLA,2002,15,27,119,0
HIMACHAL PRADESH,SIRMAUR,2002,9,11,24,0
HIMACHAL PRADESH,SOLAN,2002,7,9,62,0
HIMACHAL PRADESH,UNA,2002,13,6,48,0
HIMACHAL PRADESH,TOTAL,2002,123,137,564,6
JAMMU & KASHMIR,ANANTNAG,2002,86,16,91,0
JAMMU & KASHMIR,AWANTIPORA,2002,26,1,18,0
JAMMU & KASHMIR,BARAMULLA,2002,121,14,155,0
JAMMU & KASHMIR,BORDER,2002,7,5,16,0
JAMMU & KASHMIR,BUDGAM,2002,46,12,109,0
JAMMU & KASHMIR,CRIME JAMMU,2002,1,0,0,0
JAMMU & KASHMIR,CRIME SRINAGAR,2002,1,0,0,0
JAMMU & KASHMIR,DODA,2002,105,15,21,0
JAMMU & KASHMIR,GANDERBAL,2002,22,7,53,0
JAMMU & KASHMIR,HANDWARA,2002,47,0,23,0
JAMMU & KASHMIR,JAMMU,2002,23,7,407,10
JAMMU & KASHMIR,KARGIL,2002,0,1,5,0
JAMMU & KASHMIR,KATHUA,2002,15,11,47,3
JAMMU & KASHMIR,KULGAM,2002,41,7,43,0
JAMMU & KASHMIR,KUPWARA,2002,56,5,24,0
JAMMU & KASHMIR,LEH,2002,6,3,5,0
JAMMU & KASHMIR,POONCH,2002,84,9,46,0
JAMMU & KASHMIR,PULWAMA,2002,55,12,115,0
JAMMU & KASHMIR,RAILWAYS,2002,2,0,7,0
JAMMU & KASHMIR,RAJOURI,2002,97,13,38,1
JAMMU & KASHMIR,RAMBAN,2002,62,7,27,0
JAMMU & KASHMIR,REASI,2002,45,8,28,0
JAMMU & KASHMIR,SRINAGAR,2002,86,24,639,0
JAMMU & KASHMIR,UDHAMPUR,2002,14,15,103,4
JAMMU & KASHMIR,TOTAL,2002,1048,192,2020,18
JHARKHAND,BOKARO,2002,58,48,445,29
JHARKHAND,CHAIBASA,2002,134,37,98,0
JHARKHAND,CHATRA,2002,31,18,83,15
JHARKHAND,DEOGHAR,2002,36,37,98,16
JHARKHAND,DHANBAD,2002,88,38,493,36
JHARKHAND,DHANBAD RLY.,2002,5,2,240,0
JHARKHAND,DUMKA,2002,67,50,88,8
JHARKHAND,GARHWA,2002,39,32,68,14
JHARKHAND,GIRIDIH,2002,72,39,128,52
JHARKHAND,GODDA,2002,31,86,128,4
JHARKHAND,GUMLA,2002,108,31,58,1
JHARKHAND,HAZARIBAGH,2002,86,71,537,31
JHARKHAND,JAMSHEDPUR,2002,81,76,539,12
JHARKHAND,JAMSHEDPUR RLY.,2002,2,1,114,0
JHARKHAND,JAMTARA,2002,18,25,69,3
JHARKHAND,KODERMA,2002,30,6,50,7
JHARKHAND,LATEHAR,2002,43,12,33,3
JHARKHAND,LOHARDAGGA,2002,44,14,29,0
JHARKHAND,PAKUR,2002,37,37,32,2
JHARKHAND,PALAMU,2002,69,14,99,24
JHARKHAND,RANCHI,2002,270,55,729,9
JHARKHAND,SAHEBGANJ,2002,45,26,98,5
JHARKHAND,SARAIKELA,2002,51,26,115,3
JHARKHAND,SIMDEGA,2002,43,16,3,1
JHARKHAND,TOTAL,2002,1488,797,4374,275
KARNATAKA,BAGALKOT,2002,51,4,147,2
KARNATAKA,BANGALORE COMMR.,2002,201,32,7081,33
KARNATAKA,BANGALORE RURAL,2002,153,22,767,35
KARNATAKA,BELGAUM,2002,113,6,272,7
KARNATAKA,BELLARY,2002,62,11,265,8
KARNATAKA,BIDAR,2002,49,8,208,10
KARNATAKA,BIJAPUR,2002,62,3,117,5
KARNATAKA,CHAMARAJNAGAR,2002,29,4,99,1
KARNATAKA,CHICKMAGALUR,2002,36,18,237,3
KARNATAKA,CHITRADURGA,2002,37,12,165,7
KARNATAKA,DAKSHIN KANNADA,2002,26,9,208,0
KARNATAKA,DAVANAGERE,2002,57,14,279,8
KARNATAKA,DHARWAD COMMR.,2002,17,1,269,5
KARNATAKA,DHARWAD RURAL,2002,35,0,34,4
KARNATAKA,GADAG,2002,15,3,72,3
KARNATAKA,GULBARGA,2002,79,24,258,4
KARNATAKA,HASSAN,2002,74,11,287,7
KARNATAKA,HAVERI,2002,18,2,107,4
KARNATAKA,K.G.F.,2002,14,6,255,3
KARNATAKA,KODAGU,2002,35,4,76,2
KARNATAKA,KOLAR,2002,73,18,362,16
KARNATAKA,KOPPAL,2002,19,6,82,3
KARNATAKA,MANDYA,2002,61,30,274,14
KARNATAKA,MYSORE COMMR.,2002,22,7,279,10
KARNATAKA,MYSORE RURAL,2002,62,5,217,5
KARNATAKA,RAICHUR,2002,59,6,138,10
KARNATAKA,RAILWAYS,2002,14,0,380,1
KARNATAKA,SHIMOGA,2002,53,11,349,4
KARNATAKA,TUMKUR,2002,58,9,371,16
KARNATAKA,UDUPI,2002,15,1,80,2
